Level,Hierarchical_structure,Code,Class_title,Class_definition
4,Subclass (Field),RDF2070101,Biomedical materials,This subclass comprises research and experimental development in biomedical materials.
4,Subclass (Field),RDF2070102,Biomechanical engineering,This subclass comprises research and experimental development in biomechanical engineering.
4,Subclass (Field),RDF2070103,Biomedical instrumentation (including diagnostics),This subclass comprises research and experimental development in biomedical instrumentation (including diagnostics).
4,Subclass (Field),RDF2070104,Medical devices,This subclass comprises research and experimental development in medical devices.
4,Subclass (Field),RDF2070105,Rehabilitation engineering (except assistive technologies),This subclass comprises research and experimental development in rehabilitation engineering (except assistive technologies).
4,Subclass (Field),RDF2070106,Artificial tissues engineering,This subclass comprises research and experimental development in artificial tissues engineering.
4,Subclass (Field),RDF2070107,Biomedical signal processing,This subclass comprises research and experimental development in biomedical signal processing.
4,Subclass (Field),RDF2070108,Biomedical robotics,This subclass comprises research and experimental development in biomedical robotics.
4,Subclass (Field),RDF2070109,Image guided surgery systems,This subclass comprises research and experimental development in image guided surgery systems.
4,Subclass (Field),RDF2070199,"Medical and biomedical engineering, n.e.c.","This subclass comprises research and experimental development in medical and biomedical engineering, n.e.c."
2,Group,RDF208,Environmental engineering and related engineering,This group comprises research and experimental development in environmental engineering and related engineering.
3,Class,RDF20801,Environmental engineering,This class comprises research and experimental development in environmental engineering.
4,Subclass (Field),RDF2080101,Residual materials management,This subclass comprises research and experimental development in residual materials management.
4,Subclass (Field),RDF2080102,Product life cycle,This subclass comprises research and experimental development in product life cycle.
4,Subclass (Field),RDF2080103,Environmental impacts,This subclass comprises research and experimental development in environmental impacts.
4,Subclass (Field),RDF2080104,Bioremediation and soil restoration,This subclass comprises research and experimental development in bioremediation and soil restoration.
4,Subclass (Field),RDF2080105,Wastewater treatment (including water treatment processes),This subclass comprises research and experimental development in wastewater treatment (including water treatment processes).
4,Subclass (Field),RDF2080106,Water quality engineering,This subclass comprises research and experimental development in water quality engineering.
4,Subclass (Field),RDF2080107,Waste management (including agricultural waste),This subclass comprises research and experimental development in waste management (including agricultural waste).
4,Subclass (Field),RDF2080199,"Environmental engineering, n.e.c.","This subclass comprises research and experimental development in environmental engineering, n.e.c."
3,Class,RDF20802,Geomatics engineering,This class comprises research and experimental development in geomatics engineering.
4,Subclass (Field),RDF2080201,Cartography,This subclass comprises research and experimental development in cartography.
4,Subclass (Field),RDF2080202,Geospatial information systems,This subclass comprises research and experimental development in geospatial information systems.
4,Subclass (Field),RDF2080203,Navigation and position fixing,This subclass comprises research and experimental development in navigation and position fixing.
4,Subclass (Field),RDF2080204,Remote sensing in geomatics and photogrammetry,This subclass comprises research and experimental development in remote sensing in geomatics and photogrammetry.
4,Subclass (Field),RDF2080205,Geomatic surveying (including hydrographic surveying),This subclass comprises research and experimental development in geomatic surveying (including hydrographic surveying).
4,Subclass (Field),RDF2080299,"Geomatics engineering, n.e.c.","This subclass comprises research and experimental development in geomatics engineering, n.e.c."
3,Class,RDF20899,Other environmental engineering and related engineering,This class comprises research and experimental development in other environmental engineering and related engineering.
4,Subclass (Field),RDF2089999,Other environmental engineering and related engineering,This subclass comprises research and experimental development in other environmental engineering and related engineering.
2,Group,RDF209,Environmental biotechnology,This group comprises research and experimental development in environmental biotechnology.
3,Class,RDF20901,Environmental biotechnology,This class comprises research and experimental development in environmental biotechnology.
4,Subclass (Field),RDF2090101,Biodiscovery,This subclass comprises research and experimental development in biodiscovery.
4,Subclass (Field),RDF2090102,Biological control,This subclass comprises research and experimental development in biological control.
4,Subclass (Field),RDF2090103,Bioremediation,This subclass comprises research and experimental development in bioremediation.
4,Subclass (Field),RDF2090104,Environmental biotechnology diagnostics (including biosensors),This subclass comprises research and experimental development in environmental biotechnology diagnostics (including biosensors).
4,Subclass (Field),RDF2090105,Environmental marine biotechnology,This subclass comprises research and experimental development in environmental marine biotechnology.
4,Subclass (Field),RDF2090106,Environmental molecular engineering of nucleic acids and proteins,This subclass comprises research and experimental development in environmental molecular engineering of nucleic acids and proteins.
4,Subclass (Field),RDF2090199,"Environmental biotechnology, n.e.c.","This subclass comprises research and experimental development in environmental biotechnology, n.e.c."
2,Group,RDF210,Industrial biotechnology,This group comprises research and experimental development in industrial biotechnology.
3,Class,RDF21001,Industrial biotechnology,This class comprises research and experimental development in industrial biotechnology.
4,Subclass (Field),RDF2100101,Biocatalysis and enzyme technology,This subclass comprises research and experimental development in biocatalysis and enzyme technology.
4,Subclass (Field),RDF2100102,"Bioprocessing, bioproduction and bioproducts","This subclass comprises research and experimental development in bioprocessing, bioproduction and bioproducts."
4,Subclass (Field),RDF2100103,Fermentation biotechnology,This subclass comprises research and experimental development in fermentation biotechnology.
4,Subclass (Field),RDF2100104,Industrial biotechnology diagnostics (including biosensors),This subclass comprises research and experimental development in industrial biotechnology diagnostics (including biosensors).
4,Subclass (Field),RDF2100105,Industrial microbiology (including biofeedstocks),This subclass comprises research and experimental development in industrial microbiology (including biofeedstocks).
4,Subclass (Field),RDF2100106,Industrial molecular engineering of nucleic acids and proteins,This subclass comprises research and experimental development in industrial molecular engineering of nucleic acids and proteins.
4,Subclass (Field),RDF2100199,"Industrial biotechnology, n.e.c.","This subclass comprises research and experimental development in industrial biotechnology, n.e.c."
2,Group,RDF211,Nano-technology,This group comprises research and experimental development in nano-technology.
3,Class,RDF21101,Nano-technology,This class comprises research and experimental development in nano-technology.
4,Subclass (Field),RDF2110101,Environmental nanotechnology,This subclass comprises research and experimental development in environmental nanotechnology.
4,Subclass (Field),RDF2110102,Nanobiotechnology,This subclass comprises research and experimental development in nanobiotechnology.
4,Subclass (Field),RDF2110103,Nanoelectromechanical systems,This subclass comprises research and experimental development in nanoelectromechanical systems.
4,Subclass (Field),RDF2110104,Nanoelectronics,This subclass comprises research and experimental development in nanoelectronics.
4,Subclass (Field),RDF2110105,"Nanofabrication, growth and self-assembly","This subclass comprises research and experimental development in nanofabrication, growth and self-assembly."
4,Subclass (Field),RDF2110106,Nanomanufacturing,This subclass comprises research and experimental development in nanomanufacturing.
4,Subclass (Field),RDF2110107,Nanomaterials,This subclass comprises research and experimental development in nanomaterials.
4,Subclass (Field),RDF2110108,Nanomedicine,This subclass comprises research and experimental development in nanomedicine.
4,Subclass (Field),RDF2110109,Nanometrology,This subclass comprises research and experimental development in nanometrology.
4,Subclass (Field),RDF2110110,Nanophotonics,This subclass comprises research and experimental development in nanophotonics.
4,Subclass (Field),RDF2110111,Nanoscale characterisation,This subclass comprises research and experimental development in nanoscale characterisation.
4,Subclass (Field),RDF2110112,"Nanotoxicology, health and safety","This subclass comprises research and experimental development in nanotoxicology, health and safety."
4,Subclass (Field),RDF2110113,Molecular and organic electronics,This subclass comprises research and experimental development in molecular and organic electronics.
4,Subclass (Field),RDF2110199,"Nanotechnology, n.e.c.","This subclass comprises research and experimental development in nanotechnology, n.e.c."
2,Group,RDF212,Other engineering and technologies,This group comprises research and experimental development in other engineering and technologies.
3,Class,RDF21201,Engineering design,This class comprises research and experimental development in engineering design.
4,Subclass (Field),RDF2120101,Engineering design empirical studies,This subclass comprises research and experimental development in engineering design empirical studies.
4,Subclass (Field),RDF2120102,Engineering design knowledge,This subclass comprises research and experimental development in engineering design knowledge.
4,Subclass (Field),RDF2120103,Engineering design methods,This subclass comprises research and experimental development in engineering design methods.
4,Subclass (Field),RDF2120104,Engineering systems design,This subclass comprises research and experimental development in engineering systems design.
4,Subclass (Field),RDF2120105,Models of engineering design,This subclass comprises research and experimental development in models of engineering design.
4,Subclass (Field),RDF2120106,"Engineering design, n.e.c.","This subclass comprises research and experimental development in engineering design, n.e.c."
4,Subclass (Field),RDF2120107,Nuclear engineering (including fuel enrichment and nuclear waste processing and storage),This subclass comprises research and experimental development in Nuclear engineering (including fuel enrichment and nuclear waste processing and storage).
4,Subclass (Field),RDF2120199,"Other engineering and technologies, n.e.c.","This subclass comprises research and experimental development in other engineering and technologies, n.e.c."
1,Division,RDF30,"Medical, health and life sciences","This division comprises research and experimental development in medical, health and life sciences. Medical, health and life sciences refer to scientific disciplines concerned with understanding, exploring or developing the natural world, in the fields of medical, health and life sciences, which include basic medicine and life sciences; clinical medicine and other clinical sciences; health sciences; medical biotechnology; and other medical sciences. Research consists of systematic investigation carried by means of experiment or analysis to achieve a scientific or technological advance such as acquiring new knowledge of the underlying foundation of phenomena and observable facts. Experimental development consists of new or substantially improved goods, services, systems, methods or processes."
2,Group,RDF301,Basic medicine and life sciences,This group comprises research and experimental development in basic medicine and life sciences.
3,Class,RDF30101,Immunology,This class comprises research and experimental development in immunology.
4,Subclass (Field),RDF3010101,Allergy,This subclass comprises research and experimental development in allergy.
4,Subclass (Field),RDF3010102,"Applied immunology (including antibody engineering, xenotransplantation and t-cell therapies)","This subclass comprises research and experimental development in applied immunology (including antibody engineering, xenotransplantation and t-cell therapies)."
4,Subclass (Field),RDF3010103,Autoimmunity,This subclass comprises research and experimental development in autoimmunity.
4,Subclass (Field),RDF3010104,Cellular immunology,This subclass comprises research and experimental development in cellular immunology.
4,Subclass (Field),RDF3010105,Humoural immunology and immunochemistry,This subclass comprises research and experimental development in humoural immunology and immunochemistry.
4,Subclass (Field),RDF3010106,Immunogenetics (including genetic immunology),This subclass comprises research and experimental development in immunogenetics (including genetic immunology).
4,Subclass (Field),RDF3010107,Innate immunity,This subclass comprises research and experimental development in innate immunity.
4,Subclass (Field),RDF3010108,Adaptive immunity,This subclass comprises research and experimental development in adaptive immunity.
4,Subclass (Field),RDF3010109,Transplantation immunology,This subclass comprises research and experimental development in transplantation immunology.
4,Subclass (Field),RDF3010110,Tumour immunology,This subclass comprises research and experimental development in tumour immunology.
4,Subclass (Field),RDF3010111,Immune tolerance,This subclass comprises research and experimental development in immune tolerance.
4,Subclass (Field),RDF3010112,Immune deficiency,This subclass comprises research and experimental development in immune deficiency.
4,Subclass (Field),RDF3010113,Immune diseases,This subclass comprises research and experimental development in immune diseases.
4,Subclass (Field),RDF3010199,"Immunology, n.e.c.","This subclass comprises research and experimental development in immunology, n.e.c."
3,Class,RDF30102,Cancer,This class comprises research and experimental development in cancer.
4,Subclass (Field),RDF3010201,Cancer progression and metastasis,This subclass comprises research and experimental development in cancer progression and metastasis.
4,Subclass (Field),RDF3010202,Mechanisms of carcinogenesis,This subclass comprises research and experimental development in mechanisms of carcinogenesis.
4,Subclass (Field),RDF3010203,Cancer drug development and therapeutics,This subclass comprises research and experimental development in cancer drug development and therapeutics.
4,Subclass (Field),RDF3010204,Cancer diagnosis,This subclass comprises research and experimental development in cancer diagnosis.
4,Subclass (Field),RDF3010205,Cancer genetics,This subclass comprises research and experimental development in cancer genetics.
4,Subclass (Field),RDF3010206,Hematological tumours,This subclass comprises research and experimental development in hematological tumours.
4,Subclass (Field),RDF3010207,Cancer molecular targets,This subclass comprises research and experimental development in cancer molecular targets.
4,Subclass (Field),RDF3010208,Solid cancer tumours,This subclass comprises research and experimental development in solid cancer tumours.
4,Subclass (Field),RDF3010209,Pediatric cancer,This subclass comprises research and experimental development in pediatric cancer.
4,Subclass (Field),RDF3010210,Premalignant disease (precursors),This subclass comprises research and experimental development in premalignant disease (precursors).
4,Subclass (Field),RDF3010299,"Cancer, n.e.c.","This subclass comprises research and experimental development in cancer, n.e.c."
3,Class,RDF30103,Medical microbiology,This class comprises research and experimental development in medical microbiology.
4,Subclass (Field),RDF3010301,Medical bacteriology,This subclass comprises research and experimental development in medical bacteriology.
4,Subclass (Field),RDF3010302,Medical infection agents (including prions),This subclass comprises research and experimental development in medical infection agents (including prions).
4,Subclass (Field),RDF3010303,Medical parasitology,This subclass comprises research and experimental development in medical parasitology.
4,Subclass (Field),RDF3010304,Medical virology,This subclass comprises research and experimental development in medical virology.
4,Subclass (Field),RDF3010305,Antimicrobial resistance,This subclass comprises research and experimental development in antimicrobial resistance.
4,Subclass (Field),RDF3010306,Antiviral resistance,This subclass comprises research and experimental development in antiviral resistance.
4,Subclass (Field),RDF3010307,Vaccines,This subclass comprises research and experimental development in vaccines.
4,Subclass (Field),RDF3010308,Human microbiota,This subclass comprises research and experimental development in human microbiota.
4,Subclass (Field),RDF3010309,Pathogenesis,This subclass comprises research and experimental development in pathogenesis.
4,Subclass (Field),RDF3010399,"Medical microbiology, n.e.c.","This subclass comprises research and experimental development in medical microbiology, n.e.c."
3,Class,RDF30104,"Neurosciences, medical and physiological and health aspects","This class comprises research and experimental development in neurosciences, medical and physiological and health aspects."
4,Subclass (Field),RDF3010401,Autonomic nervous system,This subclass comprises research and experimental development in autonomic nervous system.
4,Subclass (Field),RDF3010402,Central nervous system,This subclass comprises research and experimental development in central nervous system.
4,Subclass (Field),RDF3010403,Motor systems,This subclass comprises research and experimental development in motor systems.
4,Subclass (Field),RDF3010404,Neuromuscular diseases,This subclass comprises research and experimental development in neuromuscular diseases.
4,Subclass (Field),RDF3010405,Peripheral nervous system,This subclass comprises research and experimental development in peripheral nervous system.
4,Subclass (Field),RDF3010406,"Sensory systems, visual","This subclass comprises research and experimental development in sensory systems, visual."
4,Subclass (Field),RDF3010407,"Sensory systems, auditory","This subclass comprises research and experimental development in sensory systems, auditory."
4,Subclass (Field),RDF3010408,"Sensory systems, pain","This subclass comprises research and experimental development in sensory systems, pain."
4,Subclass (Field),RDF3010409,"Sensory systems, vestibular","This subclass comprises research and experimental development in sensory systems, vestibular."
4,Subclass (Field),RDF3010410,"Sensory systems, somatosensory","This subclass comprises research and experimental development in sensory systems, somatosensory."
4,Subclass (Field),RDF3010411,"Sensory systems, olfactory","This subclass comprises research and experimental development in sensory systems, olfactory."
4,Subclass (Field),RDF3010412,Sensorimotor neuroscience,This subclass comprises research and experimental development in sensorimotor neuroscience.
4,Subclass (Field),RDF3010413,Neural excitability and synapses,This subclass comprises research and experimental development in neural excitability and synapses.
4,Subclass (Field),RDF3010414,Neurodegeneration,This subclass comprises research and experimental development in neurodegeneration.
4,Subclass (Field),RDF3010415,Neurodevelopment,This subclass comprises research and experimental development in neurodevelopment.
4,Subclass (Field),RDF3010416,Neuroinflammation,This subclass comprises research and experimental development in neuroinflammation.
4,Subclass (Field),RDF3010417,"Neurogenesis and plasticity, medical and health aspects","This subclass comprises research and experimental development in neurogenesis and plasticity, medical and health aspects."
4,Subclass (Field),RDF3010418,Glial cell studies,This subclass comprises research and experimental development in glial cell studies.
4,Subclass (Field),RDF3010419,Neurological disorders (except neuromuscular diseases),This subclass comprises research and experimental development in neurological disorders (except neuromuscular diseases).
4,Subclass (Field),RDF3010420,Neurorobotics,This subclass comprises research and experimental development in neurorobotics.
4,Subclass (Field),RDF3010421,Neuroethology,This subclass comprises research and experimental development in neuroethology.
4,Subclass (Field),RDF3010422,Neuropsychology,This subclass comprises research and experimental development in neuropsychology.
4,Subclass (Field),RDF3010423,Applied behavioural neurology and neuropsychiatry,This subclass comprises research and experimental development in applied behavioural neurology and neuropsychiatry.
4,Subclass (Field),RDF3010424,Biology of addiction,This subclass comprises research and experimental development in biology of addiction.
4,Subclass (Field),RDF3010499,"Neurosciences, medical and health and physiological aspects, n.e.c.","This subclass comprises research and experimental development in neurosciences, medical and health and physiological aspects, n.e.c."
3,Class,RDF30105,Pharmacology and pharmaceutical sciences (except clinical aspects),"This class comprises research and experimental development in pharmacology and pharmaceutical sciences, except clinical aspects."
4,Subclass (Field),RDF3010501,Basic pharmacology,This subclass comprises research and experimental development in basic pharmacology.
4,Subclass (Field),RDF3010502,Pharmacogenomics,This subclass comprises research and experimental development in pharmacogenomics.
4,Subclass (Field),RDF3010503,Toxicology (except clinical toxicology),"This subclass comprises research and experimental development in toxicology, except clinical toxicology."
4,Subclass (Field),RDF3010504,"Drug discovery, design and delivery","This subclass comprises research and experimental development in drug discovery, design and delivery."
4,Subclass (Field),RDF3010505,Psychopharmacology,This subclass comprises research and experimental development in psychopharmacology.
4,Subclass (Field),RDF3010599,"Pharmacology and pharmaceutical sciences, n.e.c.","This subclass comprises research and experimental development in pharmacology and pharmaceutical sciences, n.e.c."
3,Class,RDF30106,Human physiology,This class comprises research and experimental development in human physiology.
4,Subclass (Field),RDF3010601,Systems physiology,This subclass comprises research and experimental development in systems physiology.
4,Subclass (Field),RDF3010602,Sensorimotor physiology,This subclass comprises research and experimental development in sensorimotor physiology.
4,Subclass (Field),RDF3010603,Computational physiology,This subclass comprises research and experimental development in computational physiology.
4,Subclass (Field),RDF3010604,"Sex differences in cells, tissues and animal","This subclass comprises research and experimental development in sex differences in cells, tissues and animal."
4,Subclass (Field),RDF3010605,Human development and organogenesis,This subclass comprises research and experimental development in human development and organogenesis.
4,Subclass (Field),RDF3010606,Electrophysiology,This subclass comprises research and experimental development in electrophysiology.
4,Subclass (Field),RDF3010699,"Human physiology, n.e.c.","This subclass comprises research and experimental development in human physiology, n.e.c."
3,Class,RDF30107,Musculoskeletal health and human movement,This class comprises research and experimental development in musculoskeletal health and human movement.
4,Subclass (Field),RDF3010701,"Bone, skin and cartilage science","This subclass comprises research and experimental development in bone, skin and cartilage science."
4,Subclass (Field),RDF3010702,Musculoskeletal biology and physiology,This subclass comprises research and experimental development in musculoskeletal biology and physiology.
4,Subclass (Field),RDF3010703,Human biomechanics,This subclass comprises research and experimental development in human biomechanics.
4,Subclass (Field),RDF3010704,Exercise physiology,This subclass comprises research and experimental development in exercise physiology.
4,Subclass (Field),RDF3010705,Sensorimotor control,This subclass comprises research and experimental development in sensorimotor control.
4,Subclass (Field),RDF3010706,"Balance, gait, and locomotion","This subclass comprises research and experimental development in balance, gait, and locomotion."
4,Subclass (Field),RDF3010799,"Other musculoskeletal health and human movement, n.e.c.","This subclass comprises research and experimental development in other musculoskeletal health and human movement, n.e.c."
3,Class,RDF30199,Other basic medicine and life sciences,This class comprises research and experimental development in other basic medicine and life sciences.
4,Subclass (Field),RDF3019999,Other basic medicine and life sciences,"This subclass comprises research and experimental development in other basic medicine and life sciences, n.e.c."
2,Group,RDF302,Clinical medicine,This group comprises research and experimental development in clinical medicine and other clinical sciences.
3,Class,RDF30201,Cardiorespiratory medicine and hematology,This class comprises research and experimental development in cardiorespiratory medicine and hematology.
4,Subclass (Field),RDF3020101,Cardiology and circulatory sciences (including cardiovascular disease),This subclass comprises research and experimental development in cardiology and circulatory sciences (including cardiovascular disease).
4,Subclass (Field),RDF3020102,Hematology,This subclass comprises research and experimental development in hematology.
4,Subclass (Field),RDF3020103,Respiratory diseases,This subclass comprises research and experimental development in respiratory diseases.
4,Subclass (Field),RDF3020104,Cerebrovascular sciences (including stroke),This subclass comprises research and experimental development in cerebrovascular sciences (including stroke).
4,Subclass (Field),RDF3020105,Respiratory sciences,This subclass comprises research and experimental development in respiratory sciences.
4,Subclass (Field),RDF3020106,Respiratory system pathologies and clinical interventions,This subclass comprises research and experimental development in respiratory system pathologies and clinical interventions.
4,Subclass (Field),RDF3020107,Vascular and endothelial biology,This subclass comprises research and experimental development in vascular and endothelial biology.
4,Subclass (Field),RDF3020199,"Cardiorespiratory medicine and hematology, n.e.c.","This subclass comprises research and experimental development in cardiorespiratory medicine and hematology, n.e.c."
3,Class,RDF30202,Clinical sciences,This class comprises research and experimental development in clinical sciences.
4,Subclass (Field),RDF3020201,Anesthesiology,This subclass comprises research and experimental development in anesthesiology.
4,Subclass (Field),RDF3020202,Clinical microbiology,This subclass comprises research and experimental development in clinical microbiology.
4,Subclass (Field),RDF3020203,Dermatology,This subclass comprises research and experimental development in dermatology.
4,Subclass (Field),RDF3020204,Sexually transmitted diseases and infections,This subclass comprises research and experimental development in sexually transmitted diseases and infections.
4,Subclass (Field),RDF3020205,Critical care medicine and emergency medicine,This subclass comprises research and experimental development in critical care medicine and emergency medicine.
4,Subclass (Field),RDF3020206,Human endocrinology (except diabetes and obesity),This subclass comprises research and experimental development in human endocrinology (except diabetes and obesity).
4,Subclass (Field),RDF3020207,Human metabolism and diseases (except diabetes and obesity),This subclass comprises research and experimental development in human metabolism and diseases (except diabetes and obesity).
4,Subclass (Field),RDF3020208,Clinical sciences on diabetes,This subclass comprises research and experimental development in clinical sciences on diabetes.
4,Subclass (Field),RDF3020209,Clinical sciences on obesity,This subclass comprises research and experimental development in clinical sciences on obesity.
4,Subclass (Field),RDF3020210,Gastroenterology,This subclass comprises research and experimental development in gastroenterology.
4,Subclass (Field),RDF3020211,Hepatology,This subclass comprises research and experimental development in hepatology.
4,Subclass (Field),RDF3020212,Geriatrics and gerontology,This subclass comprises research and experimental development in geriatrics and gerontology.
4,Subclass (Field),RDF3020213,Infectious diseases,This subclass comprises research and experimental development in infectious diseases.
4,Subclass (Field),RDF3020214,Clinical genetics (except cancer genetics),This subclass comprises research and experimental development in clinical genetics (except cancer genetics).
4,Subclass (Field),RDF3020215,Nephrology,This subclass comprises research and experimental development in nephrology.
4,Subclass (Field),RDF3020216,Urology,This subclass comprises research and experimental development in urology.
4,Subclass (Field),RDF3020217,Clinical and translational cardiovascular sciences,This subclass comprises research and experimental development in clinical and translational cardiovascular sciences.
4,Subclass (Field),RDF3020218,"Radiology, nuclear medicine and medical imaging","This subclass comprises research and experimental development in radiology, nuclear medicine and medical imaging."
4,Subclass (Field),RDF3020219,Orthopedics,This subclass comprises research and experimental development in orthopedics.
4,Subclass (Field),RDF3020220,Otorhinolaryngology,This subclass comprises research and experimental development in otorhinolaryngology.
4,Subclass (Field),RDF3020221,Pathology (except oral pathology),This subclass comprises research and experimental development in pathology (except oral pathology).
4,Subclass (Field),RDF3020222,Podiatry,This subclass comprises research and experimental development in podiatry.
4,Subclass (Field),RDF3020223,Psychiatry (including psychotherapy),This subclass comprises research and experimental development in psychiatry (including psychotherapy).
4,Subclass (Field),RDF3020224,Rheumatology,This subclass comprises research and experimental development in rheumatology.
4,Subclass (Field),RDF3020225,Surgery,This subclass comprises research and experimental development in surgery.
4,Subclass (Field),RDF3020226,Clinical oncology,This subclass comprises research and experimental development in clinical oncology.
4,Subclass (Field),RDF3020227,Neurology,This subclass comprises research and experimental development in neurology.
4,Subclass (Field),RDF3020228,Ophthalmology,This subclass comprises research and experimental development in ophthalmology.
4,Subclass (Field),RDF3020229,Rare diseases,This subclass comprises research and experimental development in rare diseases.
4,Subclass (Field),RDF3020230,Clinical sexology,This subclass comprises research and experimental development in clinical sexology.
4,Subclass (Field),RDF3020231,"Translational and clinical pharmacology, and therapeutics",This subclass comprises research and experimental development in translational and clinical pharmacology and therapeutics.
4,Subclass (Field),RDF3020232,Clinical pharmacy and pharmacy practice,This subclass comprises research and experimental development in clinical pharmacy and pharmacy practice.
4,Subclass (Field),RDF3020233,Clinical toxicology,This subclass comprises research and experimental development in clinical toxicology.
4,Subclass (Field),RDF3020299,"Clinical sciences, n.e.c.","This subclass comprises research and experimental development in clinical sciences, n.e.c."
3,Class,RDF30203,Complementary and alternative medicine,This class comprises research and experimental development in complementary and alternative medicine.
4,Subclass (Field),RDF3020301,Chiropractic,This subclass comprises research and experimental development in chiropractic.
4,Subclass (Field),RDF3020302,Naturopathy,This subclass comprises research and experimental development in naturopathy.
4,Subclass (Field),RDF3020303,Traditional Indigenous medicine and treatments,This subclass comprises research and experimental development in traditional Indigenous medicine and treatments.
4,Subclass (Field),RDF3020304,Traditional Chinese medicine and treatments,This subclass comprises research and experimental development in traditional Chinese medicine and treatments.
4,Subclass (Field),RDF3020399,"Complementary and alternative medicine, n.e.c.","This subclass comprises research and experimental development in complementary and alternative medicine, n.e.c."
3,Class,RDF30204,Dentistry and oral health,This class comprises research and experimental development in dentistry and oral health.
4,Subclass (Field),RDF3020401,Dental materials and equipment,This subclass comprises research and experimental development in dental materials and equipment.
4,Subclass (Field),RDF3020402,"Dental therapeutics, pharmacology and toxicology","This subclass comprises research and experimental development in dental therapeutics, pharmacology and toxicology."
4,Subclass (Field),RDF3020403,Endodontics,This subclass comprises research and experimental development in endodontics.
4,Subclass (Field),RDF3020404,Oral and maxillofacial surgery,This subclass comprises research and experimental development in oral and maxillofacial surgery.
4,Subclass (Field),RDF3020405,Oral medicine and pathology,This subclass comprises research and experimental development in oral medicine and pathology.
4,Subclass (Field),RDF3020406,Orthodontics and dentofacial orthopedics,This subclass comprises research and experimental development in orthodontics and dentofacial orthopedics.
4,Subclass (Field),RDF3020407,Pedodontics,This subclass comprises research and experimental development in pedodontics.
4,Subclass (Field),RDF3020408,Periodontics,This subclass comprises research and experimental development in periodontics.
4,Subclass (Field),RDF3020409,Special needs dentistry,This subclass comprises research and experimental development in special needs dentistry.
4,Subclass (Field),RDF3020499,"Dentistry and oral health, n.e.c.","This subclass comprises research and experimental development in dentistry and oral health, n.e.c."
3,Class,RDF30205,Pediatrics and reproductive medicine,This class comprises research and experimental development in pediatrics and reproductive medicine.
4,Subclass (Field),RDF3020501,Fetal development and medicine,This subclass comprises research and experimental development in fetal development and medicine.
4,Subclass (Field),RDF3020502,Obstetrics and gynecology,This subclass comprises research and experimental development in obstetrics and gynecology.
4,Subclass (Field),RDF3020503,Pediatrics,This subclass comprises research and experimental development in pediatrics.
4,Subclass (Field),RDF3020504,Human reproduction and development sciences,This subclass comprises research and experimental development in human reproduction and development sciences.
4,Subclass (Field),RDF3020505,Neonatology,This subclass comprises research and experimental development in neonatology.
4,Subclass (Field),RDF3020506,Embryology,This subclass comprises research and experimental development in embryology.
4,Subclass (Field),RDF3020507,Fertility and maternal health,This subclass comprises research and experimental development in fertility and maternal health.
4,Subclass (Field),RDF3020508,Assisted reproductive technologies,This subclass comprises research and experimental development in assisted reproductive technologies.
4,Subclass (Field),RDF3020599,"Pediatrics and reproductive medicine, n.e.c.","This subclass comprises research and experimental development in pediatrics and reproductive medicine, n.e.c."
3,Class,RDF30299,Other clinical medicine,This class comprises research and experimental development in other clinical medicine.
4,Subclass (Field),RDF3029999,Other clinical medicine,"This subclass comprises research and experimental development in other clinical medicine, n.e.c."
2,Group,RDF303,Health sciences,This group comprises research and experimental development in health sciences.
3,Class,RDF30301,Human nutrition and dietetics,This class comprises research and experimental development in human nutrition and dietetics.
4,Subclass (Field),RDF3030101,Clinical nutrition,This subclass comprises research and experimental development in clinical nutrition.
4,Subclass (Field),RDF3030102,Sports nutrition,This subclass comprises research and experimental development in sports nutrition.
4,Subclass (Field),RDF3030103,Dietetics and nutrigenomics,This subclass comprises research and experimental development in dietetics and nutrigenomics.
4,Subclass (Field),RDF3030104,Nutritional physiology,This subclass comprises research and experimental development in nutritional physiology.
4,Subclass (Field),RDF3030105,Public health nutrition policy,This subclass comprises research and experimental development in Public health nutrition policy.
4,Subclass (Field),RDF3030106,Human nutrition and metabolism,This subclass comprises research and experimental development in human nutrition and metabolism.
4,Subclass (Field),RDF3030199,"Human nutrition and dietetics, n.e.c.","This subclass comprises research and experimental development in human nutrition and dietetics, n.e.c."
3,Class,RDF30302,Public and population health,This class comprises research and experimental development in public and population health.
4,Subclass (Field),RDF3030201,Indigenous health,This subclass comprises research and experimental development in indigenous health.
4,Subclass (Field),RDF3030202,Population health interventions,This subclass comprises research and experimental development in population health interventions.
4,Subclass (Field),RDF3030203,"Environmental, developmental and social factors of youth health","This subclass comprises research and experimental development in environmental, developmental and social factors of youth health."
4,Subclass (Field),RDF3030204,"Prevention, treatment and support of youth health","This subclass comprises research and experimental development in prevention, treatment and support of youth health."
4,Subclass (Field),RDF3030205,"Psychosocial, sociocultural and behavioural determinants of health","This subclass comprises research and experimental development in psychosocial, sociocultural and behavioural determinants of health."
4,Subclass (Field),RDF3030206,Environmental determinants of health (including environment-gene interactions),This subclass comprises research and experimental development in environmental determinants of health (including environment-gene interactions).
4,Subclass (Field),RDF3030207,"Ethical, legal, and social issues in health, health systems and health research","This subclass comprises research and experimental development in ethical, legal, and social issues in health, health systems and health research."
4,Subclass (Field),RDF3030208,Aging process,This subclass comprises research and experimental development in aging process.
4,Subclass (Field),RDF3030209,Social and biological determinants of aging,This subclass comprises research and experimental development in social and biological determinants of aging.
